,air_conditioners_1,air_conditioners_2,alternating_current_motors,aluminum_alloy,aluminum_oxide,aluminum_products,beer,bullet_trains,cars,caustic_soda,cement,cement_equipment,chemical_fertilizers_manufactured,chemical_fiber,chemical_medicine,chemical_pesticides,cloth,cold_rolled_steel_plate,color_television_sets,copper_products,corrugated_steel_bar,crude_iron_ore,crude_steel,electrical_instrument,electrolyzed_aluminum,electronic_computers,elevators_escalators_and_lifts,engines,equipment_for_feed_production,equipment_for_mobile_communication_base_stations,equipment_for_packaging,equipment_for_prevention_and_control_of_atmospheric_pollution,ethylene,excavators,feed,ferroalloy,fresh_and_frozen_meat,home_refrigerators,home_washing_machines,industrial_boilers,insulating_glass,integrated_circuits,laminated_glass,large_tractors,lead,liquior,lithium_ion_batteries,machine_made_paper_and_paperboards,medium_tractors,medium_wide_steel_belt,metal_containers,metal_cutting_tools,metal_forming_machine_tools,metal_smelting_equipment,micro_computer_equipment,milk_products,mobile_telephones,motor_vehicles,optic_cable,optoelectronic_devices,phosphate_ore,photovoltaic_cells,pig_iron,plain_glass,plastic_products,portable_electric_devices,power_generation_equipment,primary_plastic,railway_locomotives,refined_copper,refined_edible_vegetable_oil,refined_sugar,rolled_steel,salt,silk_and_woven_fabric,small_tractors,soda_ash,soft_drinks,steel_ships_for_civil_use,sulfuric_acid,suv,synthetic_detergents,synthetic_fiber,synthetic_rubber,ten_kinds_of_nonferrous_metals,tires,tobaccos,toughened_glass,traditional_chinese_medicine,trucks,welded_steel_pipe,wine,wire_rod,xerox_and_hectograph_printing_equipment,yarn,zinc,Output of Asphalt Current Period(10000 tons),Output of Coal Current Period(10000 tons),Output of Coalbed Gas Current Period(100 million cu.m),Output of Coke Current Period(10000 tons),Output of Crude oil Current Period(10000 tons),Output of Diesel Oil Current Period(10000 tons),Output of Electricity Current Period(100 million kwh),Output of Fuel Oil Current Period(10000 tons),Output of Gasoline Current Period(10000 tons),Output of Kerosene Current Period(10000 tons),Output of LNG Current Period(10000 tons),Output of LPG Current Period(10000 tons),Output of Naphtha Current Period(10000 tons),Output of Natural Gas Current Period(100 million cu.m),Output of Petroleum Coke Current Period(10000 tons),Output of Processing Volume of Crude oil Current Period(10000 tons),Output of Thermal Power Current Period(100 million kwh),Passenger Traffic Current Period(10000 persons),Passenger Traffic of Railways Current Period(10000 persons),Passenger Traffic of Highways Current Period(10000 persons),Passenger Traffic of Waterways Current Period(10000 persons),Freight Traffic Current Period(10000 tons),Freight Traffic of Railways Current Period(10000 tons),Freight Traffic of Highways Current Period(10000 tons),Freight Traffic of Waterways Current Period(10000 tons),Manufacturing Purchasing Managers'' Index(%),cn_a50,cn_szse,cn_sha
2023-10-18,205.2,1373.0,2812.9,126.0,705.3,550.1,184.7,1.0,96.4,353.2,19121.1,30310.4,506.6,645.3,26.6,24.0,26.6,359.0,1629.5,196.9,1825.1,8644.5,7909.2,2364.3,361.6,2963.3,11.6,22173.9,2740.0,49.8,78328.0,43911.0,282.2,17186.0,2801.7,313.5,335.2,827.2,1005.7,17318.1,1257.9,312.8,1185.5,7651.0,67.4,41.1,213396.5,1315.1,15915.0,1714.5,847.0,5.3,1.1,67382.3,2836.9,268.1,15002.1,277.9,2440.0,1316.0,866.4,5224.1,6918.7,8255.6,655.5,1284.4,2122.2,1050.1,140.0,113.1,409.4,63.9,11370.6,618.8,2279.9,1.2,309.5,1060.4,270.1,822.1,106.1,101.8,585.3,84.7,654.7,8485.7,1710.4,4992.9,17.6,32.3,552.9,1.1,1104.1,15.3,195.5,62.6,335.7,38875.3,12.0,4153.7,1732.5,1943.8,7043.5,448.6,1408.4,455.0,190.7,445.5,702.1,190.2,292.3,6392.7,4654.1,85182.0,35169.0,41888.0,2520.0,482679.0,43656.0,355208.0,83748.0,49.5,12151.69,9816.68,3058.71
2023-10-19,205.2,1373.0,2812.9,126.0,705.3,550.1,184.7,1.0,96.4,353.2,19121.1,30310.4,506.6,645.3,26.6,24.0,26.6,359.0,1629.5,196.9,1825.1,8644.5,7909.2,2364.3,361.6,2963.3,11.6,22173.9,2740.0,49.8,78328.0,43911.0,282.2,17186.0,2801.7,313.5,335.2,827.2,1005.7,17318.1,1257.9,312.8,1185.5,7651.0,67.4,41.1,213396.5,1315.1,15915.0,1714.5,847.0,5.3,1.1,67382.3,2836.9,268.1,15002.1,277.9,2440.0,1316.0,866.4,5224.1,6918.7,8255.6,655.5,1284.4,2122.2,1050.1,140.0,113.1,409.4,63.9,11370.6,618.8,2279.9,1.2,309.5,1060.4,270.1,822.1,106.1,101.8,585.3,84.7,654.7,8485.7,1710.4,4992.9,17.6,32.3,552.9,1.1,1104.1,15.3,195.5,62.6,335.7,38875.3,12.0,4153.7,1732.5,1943.8,7043.5,448.6,1408.4,455.0,190.7,445.5,702.1,190.2,292.3,6392.7,4654.1,85182.0,35169.0,41888.0,2520.0,482679.0,43656.0,355208.0,83748.0,49.5,11812.27,9655.09,3005.39
2023-10-20,205.2,1373.0,2812.9,126.0,705.3,550.1,184.7,1.0,96.4,353.2,19121.1,30310.4,506.6,645.3,26.6,24.0,26.6,359.0,1629.5,196.9,1825.1,8644.5,7909.2,2364.3,361.6,2963.3,11.6,22173.9,2740.0,49.8,78328.0,43911.0,282.2,17186.0,2801.7,313.5,335.2,827.2,1005.7,17318.1,1257.9,312.8,1185.5,7651.0,67.4,41.1,213396.5,1315.1,15915.0,1714.5,847.0,5.3,1.1,67382.3,2836.9,268.1,15002.1,277.9,2440.0,1316.0,866.4,5224.1,6918.7,8255.6,655.5,1284.4,2122.2,1050.1,140.0,113.1,409.4,63.9,11370.6,618.8,2279.9,1.2,309.5,1060.4,270.1,822.1,106.1,101.8,585.3,84.7,654.7,8485.7,1710.4,4992.9,17.6,32.3,552.9,1.1,1104.1,15.3,195.5,62.6,335.7,38875.3,12.0,4153.7,1732.5,1943.8,7043.5,448.6,1408.4,455.0,190.7,445.5,702.1,190.2,292.3,6392.7,4654.1,85182.0,35169.0,41888.0,2520.0,482679.0,43656.0,355208.0,83748.0,49.5,11758.95,9570.36,2983.06
2023-10-21,205.2,1373.0,2812.9,126.0,705.3,550.1,184.7,1.0,96.4,353.2,19121.1,30310.4,506.6,645.3,26.6,24.0,26.6,359.0,1629.5,196.9,1825.1,8644.5,7909.2,2364.3,361.6,2963.3,11.6,22173.9,2740.0,49.8,78328.0,43911.0,282.2,17186.0,2801.7,313.5,335.2,827.2,1005.7,17318.1,1257.9,312.8,1185.5,7651.0,67.4,41.1,213396.5,1315.1,15915.0,1714.5,847.0,5.3,1.1,67382.3,2836.9,268.1,15002.1,277.9,2440.0,1316.0,866.4,5224.1,6918.7,8255.6,655.5,1284.4,2122.2,1050.1,140.0,113.1,409.4,63.9,11370.6,618.8,2279.9,1.2,309.5,1060.4,270.1,822.1,106.1,101.8,585.3,84.7,654.7,8485.7,1710.4,4992.9,17.6,32.3,552.9,1.1,1104.1,15.3,195.5,62.6,335.7,38875.3,12.0,4153.7,1732.5,1943.8,7043.5,448.6,1408.4,455.0,190.7,445.5,702.1,190.2,292.3,6392.7,4654.1,85182.0,35169.0,41888.0,2520.0,482679.0,43656.0,355208.0,83748.0,49.5,11758.95,9570.36,2983.06
2023-10-22,205.2,1373.0,2812.9,126.0,705.3,550.1,184.7,1.0,96.4,353.2,19121.1,30310.4,506.6,645.3,26.6,24.0,26.6,359.0,1629.5,196.9,1825.1,8644.5,7909.2,2364.3,361.6,2963.3,11.6,22173.9,2740.0,49.8,78328.0,43911.0,282.2,17186.0,2801.7,313.5,335.2,827.2,1005.7,17318.1,1257.9,312.8,1185.5,7651.0,67.4,41.1,213396.5,1315.1,15915.0,1714.5,847.0,5.3,1.1,67382.3,2836.9,268.1,15002.1,277.9,2440.0,1316.0,866.4,5224.1,6918.7,8255.6,655.5,1284.4,2122.2,1050.1,140.0,113.1,409.4,63.9,11370.6,618.8,2279.9,1.2,309.5,1060.4,270.1,822.1,106.1,101.8,585.3,84.7,654.7,8485.7,1710.4,4992.9,17.6,32.3,552.9,1.1,1104.1,15.3,195.5,62.6,335.7,38875.3,12.0,4153.7,1732.5,1943.8,7043.5,448.6,1408.4,455.0,190.7,445.5,702.1,190.2,292.3,6392.7,4654.1,85182.0,35169.0,41888.0,2520.0,482679.0,43656.0,355208.0,83748.0,49.5,11758.95,9570.36,2983.06
2023-10-23,205.2,1373.0,2812.9,126.0,705.3,550.1,184.7,1.0,96.4,353.2,19121.1,30310.4,506.6,645.3,26.6,24.0,26.6,359.0,1629.5,196.9,1825.1,8644.5,7909.2,2364.3,361.6,2963.3,11.6,22173.9,2740.0,49.8,78328.0,43911.0,282.2,17186.0,2801.7,313.5,335.2,827.2,1005.7,17318.1,1257.9,312.8,1185.5,7651.0,67.4,41.1,213396.5,1315.1,15915.0,1714.5,847.0,5.3,1.1,67382.3,2836.9,268.1,15002.1,277.9,2440.0,1316.0,866.4,5224.1,6918.7,8255.6,655.5,1284.4,2122.2,1050.1,140.0,113.1,409.4,63.9,11370.6,618.8,2279.9,1.2,309.5,1060.4,270.1,822.1,106.1,101.8,585.3,84.7,654.7,8485.7,1710.4,4992.9,17.6,32.3,552.9,1.1,1104.1,15.3,195.5,62.6,335.7,38875.3,12.0,4153.7,1732.5,1943.8,7043.5,448.6,1408.4,455.0,190.7,445.5,702.1,190.2,292.3,6392.7,4654.1,85182.0,35169.0,41888.0,2520.0,482679.0,43656.0,355208.0,83748.0,49.5,11686.27,9425.98,2939.29
2023-10-24,205.2,1373.0,2812.9,126.0,705.3,550.1,184.7,1.0,96.4,353.2,19121.1,30310.4,506.6,645.3,26.6,24.0,26.6,359.0,1629.5,196.9,1825.1,8644.5,7909.2,2364.3,361.6,2963.3,11.6,22173.9,2740.0,49.8,78328.0,43911.0,282.2,17186.0,2801.7,313.5,335.2,827.2,1005.7,17318.1,1257.9,312.8,1185.5,7651.0,67.4,41.1,213396.5,1315.1,15915.0,1714.5,847.0,5.3,1.1,67382.3,2836.9,268.1,15002.1,277.9,2440.0,1316.0,866.4,5224.1,6918.7,8255.6,655.5,1284.4,2122.2,1050.1,140.0,113.1,409.4,63.9,11370.6,618.8,2279.9,1.2,309.5,1060.4,270.1,822.1,106.1,101.8,585.3,84.7,654.7,8485.7,1710.4,4992.9,17.6,32.3,552.9,1.1,1104.1,15.3,195.5,62.6,335.7,38875.3,12.0,4153.7,1732.5,1943.8,7043.5,448.6,1408.4,455.0,190.7,445.5,702.1,190.2,292.3,6392.7,4654.1,85182.0,35169.0,41888.0,2520.0,482679.0,43656.0,355208.0,83748.0,49.5,11690.29,9483.9,2962.24
2023-10-25,205.2,1373.0,2812.9,126.0,705.3,550.1,184.7,1.0,96.4,353.2,19121.1,30310.4,506.6,645.3,26.6,24.0,26.6,359.0,1629.5,196.9,1825.1,8644.5,7909.2,2364.3,361.6,2963.3,11.6,22173.9,2740.0,49.8,78328.0,43911.0,282.2,17186.0,2801.7,313.5,335.2,827.2,1005.7,17318.1,1257.9,312.8,1185.5,7651.0,67.4,41.1,213396.5,1315.1,15915.0,1714.5,847.0,5.3,1.1,67382.3,2836.9,268.1,15002.1,277.9,2440.0,1316.0,866.4,5224.1,6918.7,8255.6,655.5,1284.4,2122.2,1050.1,140.0,113.1,409.4,63.9,11370.6,618.8,2279.9,1.2,309.5,1060.4,270.1,822.1,106.1,101.8,585.3,84.7,654.7,8485.7,1710.4,4992.9,17.6,32.3,552.9,1.1,1104.1,15.3,195.5,62.6,335.7,38875.3,12.0,4153.7,1732.5,1943.8,7043.5,448.6,1408.4,455.0,190.7,445.5,702.1,190.2,292.3,6392.7,4654.1,85182.0,35169.0,41888.0,2520.0,482679.0,43656.0,355208.0,83748.0,49.5,11758.64,9528.31,2974.11
2023-10-26,205.2,1373.0,2812.9,126.0,705.3,550.1,184.7,1.0,96.4,353.2,19121.1,30310.4,506.6,645.3,26.6,24.0,26.6,359.0,1629.5,196.9,1825.1,8644.5,7909.2,2364.3,361.6,2963.3,11.6,22173.9,2740.0,49.8,78328.0,43911.0,282.2,17186.0,2801.7,313.5,335.2,827.2,1005.7,17318.1,1257.9,312.8,1185.5,7651.0,67.4,41.1,213396.5,1315.1,15915.0,1714.5,847.0,5.3,1.1,67382.3,2836.9,268.1,15002.1,277.9,2440.0,1316.0,866.4,5224.1,6918.7,8255.6,655.5,1284.4,2122.2,1050.1,140.0,113.1,409.4,63.9,11370.6,618.8,2279.9,1.2,309.5,1060.4,270.1,822.1,106.1,101.8,585.3,84.7,654.7,8485.7,1710.4,4992.9,17.6,32.3,552.9,1.1,1104.1,15.3,195.5,62.6,335.7,38875.3,12.0,4153.7,1732.5,1943.8,7043.5,448.6,1408.4,455.0,190.7,445.5,702.1,190.2,292.3,6392.7,4654.1,85182.0,35169.0,41888.0,2520.0,482679.0,43656.0,355208.0,83748.0,49.5,11832.73,9566.1,2988.3
2023-10-27,205.2,1373.0,2812.9,126.0,705.3,550.1,184.7,1.0,96.4,353.2,19121.1,30310.4,506.6,645.3,26.6,24.0,26.6,359.0,1629.5,196.9,1825.1,8644.5,7909.2,2364.3,361.6,2963.3,11.6,22173.9,2740.0,49.8,78328.0,43911.0,282.2,17186.0,2801.7,313.5,335.2,827.2,1005.7,17318.1,1257.9,312.8,1185.5,7651.0,67.4,41.1,213396.5,1315.1,15915.0,1714.5,847.0,5.3,1.1,67382.3,2836.9,268.1,15002.1,277.9,2440.0,1316.0,866.4,5224.1,6918.7,8255.6,655.5,1284.4,2122.2,1050.1,140.0,113.1,409.4,63.9,11370.6,618.8,2279.9,1.2,309.5,1060.4,270.1,822.1,106.1,101.8,585.3,84.7,654.7,8485.7,1710.4,4992.9,17.6,32.3,552.9,1.1,1104.1,15.3,195.5,62.6,335.7,38875.3,12.0,4153.7,1732.5,1943.8,7043.5,448.6,1408.4,455.0,190.7,445.5,702.1,190.2,292.3,6392.7,4654.1,85182.0,35169.0,41888.0,2520.0,482679.0,43656.0,355208.0,83748.0,49.5,11958.57,9770.84,3017.78
2023-10-28,205.2,1373.0,2812.9,126.0,705.3,550.1,184.7,1.0,96.4,353.2,19121.1,30310.4,506.6,645.3,26.6,24.0,26.6,359.0,1629.5,196.9,1825.1,8644.5,7909.2,2364.3,361.6,2963.3,11.6,22173.9,2740.0,49.8,78328.0,43911.0,282.2,17186.0,2801.7,313.5,335.2,827.2,1005.7,17318.1,1257.9,312.8,1185.5,7651.0,67.4,41.1,213396.5,1315.1,15915.0,1714.5,847.0,5.3,1.1,67382.3,2836.9,268.1,15002.1,277.9,2440.0,1316.0,866.4,5224.1,6918.7,8255.6,655.5,1284.4,2122.2,1050.1,140.0,113.1,409.4,63.9,11370.6,618.8,2279.9,1.2,309.5,1060.4,270.1,822.1,106.1,101.8,585.3,84.7,654.7,8485.7,1710.4,4992.9,17.6,32.3,552.9,1.1,1104.1,15.3,195.5,62.6,335.7,38875.3,12.0,4153.7,1732.5,1943.8,7043.5,448.6,1408.4,455.0,190.7,445.5,702.1,190.2,292.3,6392.7,4654.1,85182.0,35169.0,41888.0,2520.0,482679.0,43656.0,355208.0,83748.0,49.5,11958.57,9770.84,3017.78
2023-10-29,205.2,1373.0,2812.9,126.0,705.3,550.1,184.7,1.0,96.4,353.2,19121.1,30310.4,506.6,645.3,26.6,24.0,26.6,359.0,1629.5,196.9,1825.1,8644.5,7909.2,2364.3,361.6,2963.3,11.6,22173.9,2740.0,49.8,78328.0,43911.0,282.2,17186.0,2801.7,313.5,335.2,827.2,1005.7,17318.1,1257.9,312.8,1185.5,7651.0,67.4,41.1,213396.5,1315.1,15915.0,1714.5,847.0,5.3,1.1,67382.3,2836.9,268.1,15002.1,277.9,2440.0,1316.0,866.4,5224.1,6918.7,8255.6,655.5,1284.4,2122.2,1050.1,140.0,113.1,409.4,63.9,11370.6,618.8,2279.9,1.2,309.5,1060.4,270.1,822.1,106.1,101.8,585.3,84.7,654.7,8485.7,1710.4,4992.9,17.6,32.3,552.9,1.1,1104.1,15.3,195.5,62.6,335.7,38875.3,12.0,4153.7,1732.5,1943.8,7043.5,448.6,1408.4,455.0,190.7,445.5,702.1,190.2,292.3,6392.7,4654.1,85182.0,35169.0,41888.0,2520.0,482679.0,43656.0,355208.0,83748.0,49.5,11958.57,9770.84,3017.78
2023-10-30,205.2,1373.0,2812.9,126.0,705.3,550.1,184.7,1.0,96.4,353.2,19121.1,30310.4,506.6,645.3,26.6,24.0,26.6,359.0,1629.5,196.9,1825.1,8644.5,7909.2,2364.3,361.6,2963.3,11.6,22173.9,2740.0,49.8,78328.0,43911.0,282.2,17186.0,2801.7,313.5,335.2,827.2,1005.7,17318.1,1257.9,312.8,1185.5,7651.0,67.4,41.1,213396.5,1315.1,15915.0,1714.5,847.0,5.3,1.1,67382.3,2836.9,268.1,15002.1,277.9,2440.0,1316.0,866.4,5224.1,6918.7,8255.6,655.5,1284.4,2122.2,1050.1,140.0,113.1,409.4,63.9,11370.6,618.8,2279.9,1.2,309.5,1060.4,270.1,822.1,106.1,101.8,585.3,84.7,654.7,8485.7,1710.4,4992.9,17.6,32.3,552.9,1.1,1104.1,15.3,195.5,62.6,335.7,38875.3,12.0,4153.7,1732.5,1943.8,7043.5,448.6,1408.4,455.0,190.7,445.5,702.1,190.2,292.3,6392.7,4654.1,85182.0,35169.0,41888.0,2520.0,482679.0,43656.0,355208.0,83748.0,49.5,11999.91,9927.99,3021.55
2023-10-31,205.2,1373.0,2812.9,126.0,705.3,550.1,184.7,1.0,96.4,353.2,19121.1,30310.4,506.6,645.3,26.6,24.0,26.6,359.0,1629.5,196.9,1825.1,8644.5,7909.2,2364.3,361.6,2963.3,11.6,22173.9,2740.0,49.8,78328.0,43911.0,282.2,17186.0,2801.7,313.5,335.2,827.2,1005.7,17318.1,1257.9,312.8,1185.5,7651.0,67.4,41.1,213396.5,1315.1,15915.0,1714.5,847.0,5.3,1.1,67382.3,2836.9,268.1,15002.1,277.9,2440.0,1316.0,866.4,5224.1,6918.7,8255.6,655.5,1284.4,2122.2,1050.1,140.0,113.1,409.4,63.9,11370.6,618.8,2279.9,1.2,309.5,1060.4,270.1,822.1,106.1,101.8,585.3,84.7,654.7,8485.7,1710.4,4992.9,17.6,32.3,552.9,1.1,1104.1,15.3,195.5,62.6,335.7,38875.3,12.0,4153.7,1732.5,1943.8,7043.5,448.6,1408.4,455.0,190.7,445.5,702.1,190.2,292.3,6392.7,4654.1,85182.0,35169.0,41888.0,2520.0,482679.0,43656.0,355208.0,83748.0,49.5,11991.53,9863.8,3018.77
2023-11-01,242.4,1595.7,3036.4,133.5,698.7,573.7,159.7,145.0,102.1,349.8,18978.6,30658.7,498.0,654.1,29.6,23.6,28.0,365.8,1582.6,201.2,1801.0,8556.8,7609.9,2449.4,354.4,3137.8,13.4,23454.5,1899.0,60.9,62003.0,48666.0,269.4,18744.0,2784.9,305.1,342.1,828.6,1025.3,18561.9,1366.8,334.6,1370.7,7447.0,65.3,46.9,225528.4,1317.9,21141.0,1581.9,1128.1,5.7,1.3,64634.4,2994.6,256.2,16101.2,295.3,2615.4,1337.0,996.5,5310.3,6483.9,8185.9,670.0,1468.0,3015.9,1037.1,137.0,114.0,439.7,95.6,11043.5,466.5,2474.8,1.2,291.8,1029.7,237.7,817.4,116.0,99.2,596.1,80.3,650.4,8641.7,1803.3,5124.6,19.1,32.4,565.7,1.5,1110.8,18.0,197.5,65.8,350.0,41400.0,12.7,4037.0,1720.1,1765.4,7309.7,434.0,1269.0,408.5,186.6,415.4,707.4,199.4,288.7,5953.5,5076.7,74495.0,27974.0,39967.0,1655.0,488139.0,42765.0,360756.0,84546.0,49.4,12092.68,9826.73,3023.08
2023-11-02,242.4,1595.7,3036.4,133.5,698.7,573.7,159.7,145.0,102.1,349.8,18978.6,30658.7,498.0,654.1,29.6,23.6,28.0,365.8,1582.6,201.2,1801.0,8556.8,7609.9,2449.4,354.4,3137.8,13.4,23454.5,1899.0,60.9,62003.0,48666.0,269.4,18744.0,2784.9,305.1,342.1,828.6,1025.3,18561.9,1366.8,334.6,1370.7,7447.0,65.3,46.9,225528.4,1317.9,21141.0,1581.9,1128.1,5.7,1.3,64634.4,2994.6,256.2,16101.2,295.3,2615.4,1337.0,996.5,5310.3,6483.9,8185.9,670.0,1468.0,3015.9,1037.1,137.0,114.0,439.7,95.6,11043.5,466.5,2474.8,1.2,291.8,1029.7,237.7,817.4,116.0,99.2,596.1,80.3,650.4,8641.7,1803.3,5124.6,19.1,32.4,565.7,1.5,1110.8,18.0,197.5,65.8,350.0,41400.0,12.7,4037.0,1720.1,1765.4,7309.7,434.0,1269.0,408.5,186.6,415.4,707.4,199.4,288.7,5953.5,5076.7,74495.0,27974.0,39967.0,1655.0,488139.0,42765.0,360756.0,84546.0,49.4,12068.94,9734.77,3009.41
2023-11-03,242.4,1595.7,3036.4,133.5,698.7,573.7,159.7,145.0,102.1,349.8,18978.6,30658.7,498.0,654.1,29.6,23.6,28.0,365.8,1582.6,201.2,1801.0,8556.8,7609.9,2449.4,354.4,3137.8,13.4,23454.5,1899.0,60.9,62003.0,48666.0,269.4,18744.0,2784.9,305.1,342.1,828.6,1025.3,18561.9,1366.8,334.6,1370.7,7447.0,65.3,46.9,225528.4,1317.9,21141.0,1581.9,1128.1,5.7,1.3,64634.4,2994.6,256.2,16101.2,295.3,2615.4,1337.0,996.5,5310.3,6483.9,8185.9,670.0,1468.0,3015.9,1037.1,137.0,114.0,439.7,95.6,11043.5,466.5,2474.8,1.2,291.8,1029.7,237.7,817.4,116.0,99.2,596.1,80.3,650.4,8641.7,1803.3,5124.6,19.1,32.4,565.7,1.5,1110.8,18.0,197.5,65.8,350.0,41400.0,12.7,4037.0,1720.1,1765.4,7309.7,434.0,1269.0,408.5,186.6,415.4,707.4,199.4,288.7,5953.5,5076.7,74495.0,27974.0,39967.0,1655.0,488139.0,42765.0,360756.0,84546.0,49.4,12153.74,9853.89,3030.8
2023-11-04,242.4,1595.7,3036.4,133.5,698.7,573.7,159.7,145.0,102.1,349.8,18978.6,30658.7,498.0,654.1,29.6,23.6,28.0,365.8,1582.6,201.2,1801.0,8556.8,7609.9,2449.4,354.4,3137.8,13.4,23454.5,1899.0,60.9,62003.0,48666.0,269.4,18744.0,2784.9,305.1,342.1,828.6,1025.3,18561.9,1366.8,334.6,1370.7,7447.0,65.3,46.9,225528.4,1317.9,21141.0,1581.9,1128.1,5.7,1.3,64634.4,2994.6,256.2,16101.2,295.3,2615.4,1337.0,996.5,5310.3,6483.9,8185.9,670.0,1468.0,3015.9,1037.1,137.0,114.0,439.7,95.6,11043.5,466.5,2474.8,1.2,291.8,1029.7,237.7,817.4,116.0,99.2,596.1,80.3,650.4,8641.7,1803.3,5124.6,19.1,32.4,565.7,1.5,1110.8,18.0,197.5,65.8,350.0,41400.0,12.7,4037.0,1720.1,1765.4,7309.7,434.0,1269.0,408.5,186.6,415.4,707.4,199.4,288.7,5953.5,5076.7,74495.0,27974.0,39967.0,1655.0,488139.0,42765.0,360756.0,84546.0,49.4,12153.74,9853.89,3030.8
2023-11-05,242.4,1595.7,3036.4,133.5,698.7,573.7,159.7,145.0,102.1,349.8,18978.6,30658.7,498.0,654.1,29.6,23.6,28.0,365.8,1582.6,201.2,1801.0,8556.8,7609.9,2449.4,354.4,3137.8,13.4,23454.5,1899.0,60.9,62003.0,48666.0,269.4,18744.0,2784.9,305.1,342.1,828.6,1025.3,18561.9,1366.8,334.6,1370.7,7447.0,65.3,46.9,225528.4,1317.9,21141.0,1581.9,1128.1,5.7,1.3,64634.4,2994.6,256.2,16101.2,295.3,2615.4,1337.0,996.5,5310.3,6483.9,8185.9,670.0,1468.0,3015.9,1037.1,137.0,114.0,439.7,95.6,11043.5,466.5,2474.8,1.2,291.8,1029.7,237.7,817.4,116.0,99.2,596.1,80.3,650.4,8641.7,1803.3,5124.6,19.1,32.4,565.7,1.5,1110.8,18.0,197.5,65.8,350.0,41400.0,12.7,4037.0,1720.1,1765.4,7309.7,434.0,1269.0,408.5,186.6,415.4,707.4,199.4,288.7,5953.5,5076.7,74495.0,27974.0,39967.0,1655.0,488139.0,42765.0,360756.0,84546.0,49.4,12153.74,9853.89,3030.8
2023-11-06,242.4,1595.7,3036.4,133.5,698.7,573.7,159.7,145.0,102.1,349.8,18978.6,30658.7,498.0,654.1,29.6,23.6,28.0,365.8,1582.6,201.2,1801.0,8556.8,7609.9,2449.4,354.4,3137.8,13.4,23454.5,1899.0,60.9,62003.0,48666.0,269.4,18744.0,2784.9,305.1,342.1,828.6,1025.3,18561.9,1366.8,334.6,1370.7,7447.0,65.3,46.9,225528.4,1317.9,21141.0,1581.9,1128.1,5.7,1.3,64634.4,2994.6,256.2,16101.2,295.3,2615.4,1337.0,996.5,5310.3,6483.9,8185.9,670.0,1468.0,3015.9,1037.1,137.0,114.0,439.7,95.6,11043.5,466.5,2474.8,1.2,291.8,1029.7,237.7,817.4,116.0,99.2,596.1,80.3,650.4,8641.7,1803.3,5124.6,19.1,32.4,565.7,1.5,1110.8,18.0,197.5,65.8,350.0,41400.0,12.7,4037.0,1720.1,1765.4,7309.7,434.0,1269.0,408.5,186.6,415.4,707.4,199.4,288.7,5953.5,5076.7,74495.0,27974.0,39967.0,1655.0,488139.0,42765.0,360756.0,84546.0,49.4,12245.06,10071.56,3058.41
2023-11-07,242.4,1595.7,3036.4,133.5,698.7,573.7,159.7,145.0,102.1,349.8,18978.6,30658.7,498.0,654.1,29.6,23.6,28.0,365.8,1582.6,201.2,1801.0,8556.8,7609.9,2449.4,354.4,3137.8,13.4,23454.5,1899.0,60.9,62003.0,48666.0,269.4,18744.0,2784.9,305.1,342.1,828.6,1025.3,18561.9,1366.8,334.6,1370.7,7447.0,65.3,46.9,225528.4,1317.9,21141.0,1581.9,1128.1,5.7,1.3,64634.4,2994.6,256.2,16101.2,295.3,2615.4,1337.0,996.5,5310.3,6483.9,8185.9,670.0,1468.0,3015.9,1037.1,137.0,114.0,439.7,95.6,11043.5,466.5,2474.8,1.2,291.8,1029.7,237.7,817.4,116.0,99.2,596.1,80.3,650.4,8641.7,1803.3,5124.6,19.1,32.4,565.7,1.5,1110.8,18.0,197.5,65.8,350.0,41400.0,12.7,4037.0,1720.1,1765.4,7309.7,434.0,1269.0,408.5,186.6,415.4,707.4,199.4,288.7,5953.5,5076.7,74495.0,27974.0,39967.0,1655.0,488139.0,42765.0,360756.0,84546.0,49.4,12164.58,10056.49,3057.27
2023-11-08,242.4,1595.7,3036.4,133.5,698.7,573.7,159.7,145.0,102.1,349.8,18978.6,30658.7,498.0,654.1,29.6,23.6,28.0,365.8,1582.6,201.2,1801.0,8556.8,7609.9,2449.4,354.4,3137.8,13.4,23454.5,1899.0,60.9,62003.0,48666.0,269.4,18744.0,2784.9,305.1,342.1,828.6,1025.3,18561.9,1366.8,334.6,1370.7,7447.0,65.3,46.9,225528.4,1317.9,21141.0,1581.9,1128.1,5.7,1.3,64634.4,2994.6,256.2,16101.2,295.3,2615.4,1337.0,996.5,5310.3,6483.9,8185.9,670.0,1468.0,3015.9,1037.1,137.0,114.0,439.7,95.6,11043.5,466.5,2474.8,1.2,291.8,1029.7,237.7,817.4,116.0,99.2,596.1,80.3,650.4,8641.7,1803.3,5124.6,19.1,32.4,565.7,1.5,1110.8,18.0,197.5,65.8,350.0,41400.0,12.7,4037.0,1720.1,1765.4,7309.7,434.0,1269.0,408.5,186.6,415.4,707.4,199.4,288.7,5953.5,5076.7,74495.0,27974.0,39967.0,1655.0,488139.0,42765.0,360756.0,84546.0,49.4,12129.99,10052.09,3052.37
